SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING,Security ID,LTP
SURAKSHA,Suraksha Diagnostic Limited,EQ,06-Dec-24,27334,278.55
SURANASOL,Surana Solar Limited,EQ,07-Jan-11,21077,26.77
SURANAT&P,Surana Telecom and Power Limited,EQ,22-May-02,10700,19.59
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-Jun-05,11852,57.98
SURYAROSNI,Surya Roshni Limited,EQ,10-May-95,3375,251.9
SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-Mar-21,2970,133.85
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-Dec-06,13801,33.03
SUVEN,Suven Life Sciences Limited,EQ,23-Oct-03,11233,168.29
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-Mar-21,2998,3.68
SUYOG,Suyog Telematics Limited,EQ,20-Aug-24,24851,596.55
SUZLON,Suzlon Energy Limited,EQ,19-Oct-05,12018,52.55
SVLL,Shree Vasu Logistics Limited,EQ,21-Apr-23,15121,667
SWANCORP,SWAN CORP LIMITED,EQ,29-May-12,27095,455
SWARAJENG,Swaraj Engines Limited,EQ,06-Dec-95,3384,3691.9
SWELECTES,Swelect Energy Systems Limited,EQ,09-May-06,11909,633.7
SWIGGY,Swiggy Limited,EQ,13-Nov-24,27066,398.05
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-Aug-19,12489,206.71
SYMPHONY,Symphony Limited,EQ,15-Jun-11,24190,890.35
SYNCOMF,Syncom Formulations (India) Limited,EQ,18-Nov-22,11992,15.15
SYNGENE,Syngene International Limited,EQ,11-Aug-15,10243,627.15
SYRMA,Syrma SGS Technology Limited,EQ,26-Aug-22,10793,757.3
SYSTMTXC,Systematix Corporate Services Limited,EQ,06-Oct-25,759355,163.58
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-Jul-95,3396,161.16
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-Dec-00,9354,382.8
TALBROAUTO,Talbros Automotive Components Limited,EQ,29-Sep-06,13648,281.15
TANLA,Tanla Platforms Limited,EQ,05-Jan-07,13976,551.25
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,16-Apr-24,23512,72.32
TARC,TARC Limited,EQ,18-Dec-20,1581,145.2
TARIL,Transformers And Rectifiers (India) Limited,EQ,28-Dec-07,15174,245.3
TARMAT,Tarmat Limited,EQ,09-Jul-07,14771,53.2
TARSONS,Tarsons Products Limited,EQ,26-Nov-21,6943,226.98
TASTYBITE,Tasty Bite Eatables Limited,EQ,23-Mar-17,20092,8114
TATACAP,Tata Capital Limited,EQ,13-Oct-25,759265,326.6
TATACHEM,Tata Chemicals Limited,EQ,01-Apr-99,3405,749.4
TATACOMM,Tata Communications Limited,EQ,12-Apr-95,3721,1806.4
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-Nov-98,3432,1146.7
TATAELXSI,Tata Elxsi Limited,EQ,17-Sep-03,3411,4979.5
TATAINVEST,Tata Investment Corporation Limited,EQ,24-Jun-98,1621,717.35
TATAPOWER,Tata Power Company Limited,EQ,03-Apr-96,3426,376.25
TATASTEEL,Tata Steel Limited,EQ,18-Nov-98,3499,160.67
TATATECH,Tata Technologies Limited,EQ,30-Nov-23,20293,652.1
TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-Jul-21,5162,1452.7
TBOTEK,TBO Tek Limited,EQ,15-May-24,23740,1653.8
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-May-12,27037,163.11
TCI,Transport Corporation of India Limited,EQ,21-Jan-02,10580,1049.4
TCIEXP,TCI Express Limited,EQ,15-Dec-16,19223,566.2
TCIFINANCE,TCI Finance Limited,EQ,21-May-97,4771,11.07
TCPLPACK,TCPL Packaging Limited,EQ,17-Oct-17,184,3045.3
TCS,Tata Consultancy Services Limited,EQ,25-Aug-04,11536,3208.3
TDPOWERSYS,TD Power Systems Limited,EQ,08-Sep-11,25178,693.7
TEAMGTY,Team India Guaranty Limited,EQ,11-Jun-02,10717,291.55
TEAMLEASE,Teamlease Services Limited,EQ,12-Feb-16,12716,1618.2
TECHM,Tech Mahindra Limited,EQ,28-Aug-06,13538,1561.6
TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-Dec-18,6445,1093.2
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,06-Dec-95,3453,18.11
TEGA,Tega Industries Limited,EQ,13-Dec-21,7105,1881.6
TEJASNET,Tejas Networks Limited,EQ,27-Jun-17,21131,469.8
TEMBO,Tembo Global Industries Limited,EQ,23-Apr-21,3275,711.3
TENNIND,Tenneco Clean Air India Limited,EQ,19-Nov-25,759880,491.65
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-Sep-04,11549,103.87
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-Mar-10,18214,48.12
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-Mar-11,21828,128.86
TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-Jul-00,3466,65.55
TFL,Transwarranty Finance Limited,EQ,26-Feb-07,14319,14.04
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-May-07,14607,9.95
THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-Feb-10,18118,3252.9
THEINVEST,The Investment Trust Of India Limited,EQ,02-Aug-17,21427,116.13
THEJO,Thejo Engineering Limited,EQ,10-Oct-23,19279,1640.1
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,02-Jun-25,757014,391.95
THEMISMED,Themis Medicare Limited,EQ,02-Apr-07,14485,104.51
THERMAX,Thermax Limited,EQ,30-Aug-95,3475,2833.7
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-Jun-00,3481,139.35
THOMASCOTT,Thomas Scott (India) Limited,EQ,30-Jan-12,31017,341.4
THYROCARE,Thyrocare Technologies Limited,EQ,09-May-16,17032,430.25
TI,Tilaknagar Industries Limited,EQ,16-Jul-10,19196,457.25
TIGERLOGS,Tiger Logistics (India) Limited,EQ,18-Sep-25,759176,38.21
TIIL,Technocraft Industries (India) Limited,EQ,12-Feb-07,14223,2163.3
TIINDIA,Tube Investments of India Limited,EQ,02-Nov-17,312,2655.4
TIJARIA,Tijaria Polypipes Limited,EQ,14-Oct-11,25482,6.09
TIL,TIL Limited,EQ,27-Sep-95,3484,264.75
TIMETECHNO,Time Technoplast Limited,EQ,13-Jun-07,14707,184.58
TIMKEN,Timken India Limited,EQ,06-Feb-07,14198,3031.5
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,17-Apr-25,756020,799.4
TIPSFILMS,Tips Films Limited,EQ,06-Oct-22,11374,376.05
TIPSMUSIC,Tips Music Limited,EQ,10-Nov-00,9117,534.1
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-May-03,3496,222.77
TIRUPATIFL,Tirupati Forge Limited,EQ,04-Aug-20,22282,32.33
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,21-Apr-08,15414,773.85
TITAN,Titan Company Limited,EQ,24-Sep-04,3506,3849
TMB,Tamilnad Mercantile Bank Limited,EQ,15-Sep-22,10945,509.35
TMCV,Tata Motors Limited,EQ,12-Nov-25,759782,373.1
TMPV,Tata Motors Passenger Vehicles Limited,EQ,22-Jul-98,3456,344.7
TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-Oct-99,3509,105.56
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-96,3980,140.42
TNTELE,Tamilnadu Telecommunication Limited,EQ,04-Feb-03,3512,9.9
TOKYOPLAST,Tokyo Plast International Limited,EQ,11-Oct-95,3837,113.48
TOLINS,Tolins Tyres Limited,EQ,16-Sep-24,25262,135.52
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-Nov-02,3518,3763.9
TORNTPOWER,Torrent Power Limited,EQ,28-Nov-06,13786,1259
TOTAL,Total Transport Systems Limited,EQ,28-Aug-20,22423,78.19
TOUCHWOOD,Touchwood Entertainment Limited,EQ,21-Jan-20,16908,102.54
TPHQ,Teamo Productions HQ Limited,EQ,30-Jan-09,16996,0.54
TPLPLASTEH,TPL Plastech Limited,EQ,20-May-15,9219,68.51
TRACXN,Tracxn Technologies Limited,EQ,20-Oct-22,11582,40.97
TRANSRAILL,Transrail Lighting Limited,EQ,27-Dec-24,28714,581.6
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ,01-Mar-95,3129,173
TRAVELFOOD,Travel Food Services Limited,EQ,14-Jul-25,757545,1276.1
TREEHOUSE,Tree House Education & Accessories Limited,EQ,26-Aug-11,25082,8.08
TREL,Transindia Real Estate Limited,EQ,10-Aug-23,17795,24.74
TRENT,Trent Limited,EQ,07-Jun-04,1964,4085.4
TRF,TRF Limited,EQ,26-Mar-10,17987,290.15
TRIDENT,Trident Limited,EQ,21-Feb-01,9685,27.7
TRIGYN,Trigyn Technologies Limited,EQ,09-Apr-98,5428,68.09
TRITURBINE,Triveni Turbine Limited,EQ,28-Oct-11,25584,549.55
TRIVENI,Triveni Engineering & Industries Limited,EQ,13-Dec-05,13081,365.05
TRU,TruCap Finance Limited,EQ,20-Jun-23,9378,7.96
TRUALT,TruAlt Bioenergy Limited,EQ,03-Oct-25,759210,403.9
TSFINV,TSF INVESTMENTS LIMITED,EQ,26-Mar-18,2183,474.4
TTKHLTCARE,TTK Healthcare Limited,EQ,02-Dec-15,11369,1079.6
TTKPRESTIG,TTK Prestige Limited,EQ,22-Dec-99,3546,630.6
TTL,T T Limited,EQ,22-Feb-07,14314,8.75
TTML,Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-00,8954,53.77
TVSHLTD,TVS Holdings Limited,EQ,23-Oct-12,29008,14848
TVSMOTOR,TVS Motor Company Limited,EQ,02-Aug-00,8479,3614.5
TVSSCS,TVS Supply Chain Solutions Limited,EQ,23-Aug-23,18151,103.29
TVSSRICHAK,TVS Srichakra Limited,EQ,13-Feb-07,14245,4372.6
TVTODAY,TV Today Network Limited,EQ,16-Jan-04,11275,132.52
TVVISION,TV Vision Limited,EQ,15-Sep-16,18504,5.72
UBL,United Breweries Limited,EQ,28-Jul-08,16713,1659.4
UCAL,UCAL LIMITED,EQ,13-Sep-95,3570,109.82
UCOBANK,UCO Bank,EQ,09-Oct-03,11223,29.11
UDS,Updater Services Limited,EQ,04-Oct-23,19113,171.82
UFBL,United Foodbrands Limited,EQ,07-Apr-21,3127,178.8
UFLEX,UFLEX Limited,EQ,23-Aug-95,1053,473.8
UFO,UFO Moviez India Limited,EQ,14-May-15,9039,77.77
UGARSUGAR,The Ugar Sugar Works Limited,EQ,23-Aug-10,19578,41.16
UGROCAP,Ugro Capital Limited,EQ,11-Aug-21,5313,170.18
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ,12-Dec-19,15228,52.44
ULTRACEMCO,UltraTech Cement Limited,EQ,24-Aug-04,11532,11414
UMAEXPORTS,Uma Exports Limited,EQ,07-Apr-22,8842,38.76
UMESLTD,Usha Martin Education & Solutions Limited,EQ,12-Jul-10,19142,4.95
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,01-Nov-00,8998,86.4
UNICHEMLAB,Unichem Laboratories Limited,EQ,07-Feb-01,3579,443.6
UNIDT,United Drilling Tools Limited,EQ,25-Sep-20,201,193.76
UNIECOM,Unicommerce Esolutions Limited,EQ,13-Aug-24,24809,117.94
UNIENTER,Uniphos Enterprises Limited,EQ,23-Jan-04,11293,136.19
UNIINFO,Uniinfo Telecom Services Limited,EQ,12-Jan-22,7791,16.65
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,31-Dec-24,28960,973
UNIONBANK,Union Bank of India,EQ,24-Sep-02,10753,150.43
UNIPARTS,Uniparts India Limited,EQ,12-Dec-22,13057,482.75
UNITDSPR,United Spirits Limited,EQ,27-Sep-01,10447,1435.4
UNITECH,Unitech Limited,EQ,08-Sep-99,3594,5.96
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-15,17999,444.85
UNIVASTU,Univastu India Limited,EQ,22-Jun-20,18977,65.32
UNIVCABLES,Universal Cables Limited,EQ,17-May-95,3607,892.3
UNIVPHOTO,Universus Photo Imagings Limited,EQ,14-Feb-20,17659,243.55
UNOMINDA,UNO Minda Limited,EQ,02-Feb-07,14154,1231.7
UPL,UPL Limited,EQ,23-Jan-04,11287,739.7
URAVIDEF,Uravi Defence and Technology Limited,EQ,05-Jul-23,17071,153.36
URBANCO,Urban Company Limited,EQ,17-Sep-25,759084,129.5
URJA,Urja Global Limited,EQ,28-Mar-17,20203,11.78
USHAMART,Usha Martin Limited,EQ,11-Oct-00,8840,435.05
USK,Udayshivakumar Infra Limited,EQ,03-Apr-23,14871,22.75
UTIAMC,UTI Asset Management Company Limited,EQ,12-Oct-20,527,1120.6
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ,21-Jul-23,17358,15
UTLSOLAR,Fujiyama Power Systems Limited,EQ,20-Nov-25,759876,203.57
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ,10-Apr-06,13376,221.97
V2RETAIL,V2 Retail Limited,EQ,04-Jul-07,14766,2230.3
VADILALIND,Vadilal Industries Limited,EQ,15-Jun-11,24196,5244.5
VAIBHAVGBL,Vaibhav Global Limited,EQ,05-Apr-04,11364,236.7
VAISHALI,Vaishali Pharma Limited,EQ,15-Jan-20,16589,8.18
VAKRANGEE,Vakrangee Limited,EQ,03-Apr-06,13342,7.82
VALIANTLAB,Valiant Laboratories Limited,EQ,06-Oct-23,19218,67.14
VALIANTORG,Valiant Organics Limited,EQ,23-Jul-21,330,266.9
VARDHACRLC,Vardhman Acrylics Limited,EQ,30-Sep-03,11220,37.54
VARDMNPOLY,Vardhman Polytex Limited,EQ,12-May-03,3646,6.19
VARROC,Varroc Engineering Limited,EQ,06-Jul-18,3857,637.7
VASCONEQ,Vascon Engineers Limited,EQ,15-Feb-10,18110,46.06
VASWANI,Vaswani Industries Limited,EQ,20-Sep-11,25340,53.68
VBL,Varun Beverages Limited,EQ,08-Nov-16,18921,471.55
VEDL,Vedanta Limited,EQ,13-May-98,3063,516.15
VEEDOL,Veedol Corporation Limited,EQ,16-Jan-07,14019,1598.9
VENKEYS,Venky's (India) Limited,EQ,28-Jul-03,3757,1396.2
VENTIVE,Ventive Hospitality Limited,EQ,30-Dec-24,28847,707.6
VENUSPIPES,Venus Pipes & Tubes Limited,EQ,24-May-22,9592,1231.7
VERANDA,Veranda Learning Solutions Limited,EQ,11-Apr-22,8890,194.38
VERTOZ,Vertoz Limited,EQ,14-May-20,18863,71.96
VESUVIUS,Vesuvius India Limited,EQ,04-Oct-02,3676,481.55
VETO,Veto Switchgears And Cables Limited,EQ,29-Apr-15,8652,108.29
VGL,VARVEE GLOBAL LIMITED,EQ,21-Nov-06,13771,137.96
VGUARD,V-Guard Industries Limited,EQ,13-Mar-08,15362,337.35
VHL,Vardhman Holdings Limited,EQ,30-Jun-05,11892,3533.3
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ,02-Mar-16,13536,344.2
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,14-Sep-21,5585,1030.6
VIJIFIN,Viji Finance Limited,EQ,11-Jul-16,17691,2.51
VIKASECO,Vikas EcoTech Limited,EQ,12-Dec-11,25756,1.59
VIKASLIFE,Vikas Lifecare Limited,EQ,08-May-19,9931,1.83
VIKRAMSOLR,Vikram Solar Limited,EQ,26-Aug-25,759453,234.95
VIKRAN,Vikran Engineering Limited,EQ,03-Sep-25,758973,94.62
VIMTALABS,Vimta Labs Limited,EQ,15-Dec-05,13101,597.7
VINATIORGA,Vinati Organics Limited,EQ,28-Jul-09,17364,1589
VINCOFE,Vintage Coffee And Beverages Limited,EQ,18-Oct-24,25835,163.02
VINDHYATEL,Vindhya Telelinks Limited,EQ,08-Feb-95,3694,1422.1
VINEETLAB,Vineet Laboratories Limited,EQ,15-Jun-21,3807,40.56
VINNY,Vinny Overseas Limited,EQ,28-Nov-22,12490,1.27
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ,21-Jul-08,16821,237.62
VIPCLOTHNG,VIP Clothing Limited,EQ,06-Aug-07,14843,33.44
VIPIND,VIP Industries Limited,EQ,02-Mar-05,3703,351.6
VIPULLTD,Vipul Limited,EQ,23-Apr-15,8424,7.94
VISAKAIND,Visaka Industries Limited,EQ,28-Aug-96,4221,66.87
VISHNU,Vishnu Chemicals Limited,EQ,05-Mar-15,6908,490.1
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ,15-Oct-19,13702,6.62
VIVIDHA,Visagar Polytex Limited,EQ,21-May-13,29877,0.72
VLEGOV,VL E-Governance & IT Solutions Limited,EQ,14-Aug-23,18012,22.59
VLSFINANCE,VLS Finance Limited,EQ,25-May-95,3715,331.75
VMART,V-Mart Retail Limited,EQ,20-Feb-13,29284,744.9
VMM,Vishal Mega Mart Limited,EQ,18-Dec-24,27969,131.07
VMSTMT,VMS TMT Limited,EQ,24-Sep-25,759152,53.12
VOLTAMP,Voltamp Transformers Limited,EQ,20-Sep-06,13577,7995.5
VOLTAS,Voltas Limited,EQ,12-Apr-95,3718,1335.9
VPRPL,Vishnu Prakash R Punglia Limited,EQ,05-Sep-23,18341,73.91
VRAJ,Vraj Iron and Steel Limited,EQ,03-Jul-24,24321,126.41
VRLLOG,VRL Logistics Limited,EQ,30-Apr-15,8696,269.05
VSSL,Vardhman Special Steels Limited,EQ,17-May-12,27067,285.15
VSTIND,VST Industries Limited,EQ,05-Sep-03,3724,245.25
VSTL,Vibhor Steel Tubes Limited,EQ,20-Feb-24,22730,124.05
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ,20-Jun-11,24292,5704
VTL,Vardhman Textiles Limited,EQ,14-Jan-03,2073,438.1
WAAREEENER,Waaree Energies Limited,EQ,28-Oct-24,25907,2909.5
WAAREERTL,Waaree Renewable Technologies Limited,EQ,09-Apr-25,756038,948.6
WABAG,VA Tech Wabag Limited,EQ,13-Oct-10,20188,1312.4
WALCHANNAG,Walchandnagar Industries Limited,EQ,18-Sep-96,3736,159.99
WANBURY,Wanbury Limited,EQ,29-Jan-07,14063,234.15
WCIL,Western Carriers (India) Limited,EQ,24-Sep-24,25403,122.88
WEALTH,Wealth First Portfolio Managers Limited,EQ,20-Jan-21,1923,1005.4
WEBELSOLAR,Websol Energy System Limited,EQ,15-May-07,14602,97.89
WEIZMANIND,Weizmann Limited,EQ,10-May-95,3748,100.57
WEL,Wonder Electricals Limited,EQ,17-Jan-22,7835,172.06
WELCORP,Welspun Corp Limited,EQ,24-May-05,11821,807.05
WELENT,Welspun Enterprises Limited,EQ,04-Nov-04,11626,514.8
WELINV,Welspun Investments and Commercials Limited,EQ,20-Sep-10,19800,1307.4
WELSPUNLIV,Welspun Living Limited,EQ,04-Dec-03,11253,131.84
WENDT,Wendt (India) Limited,EQ,07-Aug-06,4235,7899
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ,05-Jun-23,11580,551.5
WEWORK,WeWork India Management Limited,EQ,10-Oct-25,759434,611.25
WHEELS,Wheels India Limited,EQ,07-Apr-00,3766,821.6
WHIRLPOOL,Whirlpool of India Limited,EQ,06-Apr-10,18011,911.2
WILLAMAGOR,Williamson Magor & Company Limited,EQ,08-Feb-95,3772,30.08
WINDLAS,Windlas Biotech Limited,EQ,16-Aug-21,5366,752.85
WINDMACHIN,Windsor Machines Limited,EQ,17-Aug-11,24969,282
WIPL,The Western India Plywoods Limited,EQ,17-Apr-17,20481,156.21
WIPRO,Wipro Limited,EQ,08-Nov-95,3787,257.41
WOCKPHARMA,Wockhardt Limited,EQ,23-Feb-00,7506,1321.9
WONDERLA,Wonderla Holidays Limited,EQ,09-May-14,3002,548.4
WORTHPERI,Worth Peripherals Limited,EQ,04-Aug-20,22277,139.01
WSI,W S Industries (I) Limited,EQ,01-Aug-07,14828,76.09
WSTCSTPAPR,West Coast Paper Mills Limited,EQ,17-Jan-01,3799,402.45
XCHANGING,Xchanging Solutions Limited,EQ,09-Mar-05,11705,82.18
XPROINDIA,Xpro India Limited,EQ,27-Apr-04,11407,971
XTGLOBAL,Xtglobal Infotech Limited,EQ,16-Sep-24,25235,37.38
YASHO,Yasho Industries Limited,EQ,21-Aug-23,18131,1620.8
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,07-Aug-23,17738,702.95
YATRA,Yatra Online Limited,EQ,28-Sep-23,18760,168.24
YESBANK,Yes Bank Limited,EQ,12-Jul-05,11915,22.02
YUKEN,Yuken India Limited,EQ,02-Sep-21,5501,853.75
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ,22-Sep-23,18608,345.55
ZEEL,Zee Entertainment Enterprises Limited,EQ,09-Sep-98,3812,92.73
ZEELEARN,Zee Learn Limited,EQ,20-Dec-10,20852,7.54
ZEEMEDIA,Zee Media Corporation Limited,EQ,10-Jan-07,14003,9.06
ZENITHEXPO,Zenith Exports Limited,EQ,10-Jul-96,4176,234.4
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,30-Apr-07,14562,7.53
ZENSARTECH,Zensar Technologies Limited,EQ,09-Jul-03,1076,726.35
ZENTEC,Zen Technologies Limited,EQ,30-Mar-15,7508,1345.1
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,01-Oct-08,16915,14401
ZIMLAB,Zim Laboratories Limited,EQ,25-Nov-22,12384,72.54
ZODIAC,Zodiac Energy Limited,EQ,14-Dec-21,7129,301.7
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,27-Sep-95,3821,86.4
ZOTA,Zota Health Care LImited,EQ,19-Aug-19,11394,1581
ZUARI,Zuari Agro Chemicals Limited,EQ,27-Nov-12,29050,288.95
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,12-Apr-95,3827,314.2
ZYDUSLIFE,Zydus Lifesciences Limited,EQ,18-Apr-00,7929,920.25
ZYDUSWELL,Zydus Wellness Limited,EQ,13-Nov-09,17635,423.85
